UDI;Product ID;Type;Air temperature [K];Process temperature [K];Rotational speed [rpm]
5285;M20144;M;303.8;313.2;1732
5286;L52465;L;303.8;313.1;1523
5287;L52466;L;303.8;313.1;1422
5288;H34701;H;303.8;313.2;1506
5289;L52468;L;303.8;313.2;1531
5290;M20149;M;303.9;313.3;1507
5291;L52470;L;303.9;313.3;1526
5292;L52471;L;303.8;313.3;1406
5293;M20152;M;303.9;313.3;1567
5294;M20153;M;303.9;313.4;1464
5295;L52474;L;303.9;313.4;1442
5296;L52475;L;303.8;313.2;1336
5297;H34710;H;303.8;313.2;1379
5298;L52477;L;303.7;313.1;1406
5299;M20158;M;303.7;313.1;2130
5300;L52479;L;303.7;313.1;1355
5301;M20160;M;303.8;313.2;1710
5302;L52481;L;303.8;313.1;1309
5303;L52482;L;303.9;313.1;1491
5304;L52483;L;303.9;313.2;1481
5305;L52484;L;303.9;313.1;1425
5306;H34719;H;303.9;313.2;1680
5307;H34720;H;304.0;313.2;1612
5308;L52487;L;304.0;313.3;1530
5309;L52488;L;304.0;313.2;1481
5310;M20169;M;303.9;313.2;1422
5311;L52490;L;303.8;313;1427
5312;H34725;H;303.7;312.9;1460
5313;L52492;L;303.6;312.9;1873
5314;M20173;M;303.7;312.9;1566
5315;L52494;L;303.6;312.8;1701
5316;L52495;L;303.6;312.8;1710
5317;M20176;M;303.6;312.8;1689
5318;L52497;L;303.6;312.7;1637
5319;L52498;L;303.5;312.6;1496
5320;M20179;M;303.5;312.7;1402
5321;L52500;L;303.4;312.7;1363
5322;M20181;M;303.4;312.7;1576
5323;M20182;M;303.4;312.7;1357
5324;M20183;M;303.4;312.7;1399
5325;M20184;M;303.4;312.8;1526
5326;L52505;L;303.5;312.7;1694
5327;M20186;M;303.5;312.7;1420
5328;M20187;M;303.5;312.7;2116
5329;M20188;M;303.7;312.9;1406
5330;L52509;L;303.7;313;1456
5331;L52510;L;303.6;312.9;1588
5332;L52511;L;303.7;312.8;1448
5333;H34746;H;303.6;312.7;1403
5334;M20193;M;303.5;312.6;1405
5335;M20194;M;303.4;312.6;2706
5336;M20195;M;303.3;312.4;1505
5337;L52516;L;303.2;312.4;1663
5338;M20197;M;303.3;312.6;1482
5339;M20198;M;303.3;312.5;1674
5340;M20199;M;303.4;312.7;1594
5341;L52520;L;303.5;312.7;1393
5342;H34755;H;303.5;312.8;1404
5343;M20202;M;303.5;312.8;1375
5344;L52523;L;303.5;312.8;1607
5345;L52524;L;303.4;312.8;1360
5346;L52525;L;303.5;312.8;1524
5347;L52526;L;303.4;312.7;1534
5348;L52527;L;303.3;312.7;1262
5349;L52528;L;303.3;312.6;1623
5350;M20209;M;303.3;312.7;1642
5351;M20210;M;303.4;312.8;1622
5352;M20211;M;303.5;312.9;1530
5353;M20212;M;303.4;312.8;1590
5354;L52533;L;303.4;312.7;1589
5355;L52534;L;303.4;312.6;1462
5356;H34769;H;303.3;312.5;1328
5357;H34770;H;303.3;312.6;1692
5358;L52537;L;303.3;312.5;1968
5359;H34772;H;303.3;312.6;1827
5360;M20219;M;303.3;312.6;1397
5361;L52540;L;303.3;312.6;1463
5362;L52541;L;303.3;312.7;1643
5363;L52542;L;303.2;312.6;1281
5364;L52543;L;303.2;312.5;1518
5365;L52544;L;303.2;312.6;1601
5366;L52545;L;303.1;312.6;1548
5367;H34780;H;303.1;312.6;1404
5368;M20227;M;303.1;312.5;1766
5369;M20228;M;303.1;312.5;1667
5370;H34783;H;303.0;312.5;1507
5371;H34784;H;303.0;312.4;1627
5372;L52551;L;302.9;312.3;1435
5373;H34786;H;302.9;312.3;1509
5374;M20233;M;302.9;312.3;1809
5375;L52554;L;302.9;312.3;1515
5376;L52555;L;302.9;312.3;1530
5377;H34790;H;302.8;312.3;1336
5378;L52557;L;302.9;312.4;2030
5379;L52558;L;302.9;312.4;1550
5380;L52559;L;302.9;312.4;1446
5381;L52560;L;302.8;312.3;1494
5382;L52561;L;302.8;312.4;1651
5383;L52562;L;302.9;312.4;1698
5384;L52563;L;302.8;312.3;1504
5385;M20244;M;302.9;312.4;1421
5386;H34799;H;302.9;312.3;1754
5387;L52566;L;302.9;312.2;1469
5388;L52567;L;302.8;312.2;1433
5389;M20248;M;302.8;312.3;1432
5390;L52569;L;302.8;312.3;1366
5391;H34804;H;302.8;312.3;1483
5392;L52571;L;302.7;312.2;1572
5393;L52572;L;302.8;312.2;1481
5394;L52573;L;302.8;312.3;1473
5395;M20254;M;302.8;312.3;1262
5396;L52575;L;302.8;312.4;1529
5397;L52576;L;302.8;312.4;1523
5398;M20257;M;302.8;312.3;1416
5399;L52578;L;302.9;312.4;1923
5400;H34813;H;302.8;312.4;1411
5401;L52580;L;302.7;312.4;1477
5402;M20261;M;302.6;312.3;1454
5403;L52582;L;302.7;312.3;1421
5404;L52583;L;302.7;312.3;1858
5405;H34818;H;302.8;312.5;1422
5406;L52585;L;302.7;312.4;1444
5407;L52586;L;302.7;312.4;1360
5408;L52587;L;302.7;312.4;1954
5409;L52588;L;302.6;312.4;1628
5410;L52589;L;302.7;312.4;1433
5411;M20270;M;302.7;312.5;1417
5412;L52591;L;302.8;312.6;1462
5413;L52592;L;302.9;312.6;1328
5414;H34827;H;302.7;312.5;1527
5415;L52594;L;302.6;312.3;1534
5416;M20275;M;302.6;312.4;1410
5417;L52596;L;302.6;312.3;1660
5418;L52597;L;302.6;312.4;1386
5419;L52598;L;302.6;312.4;1398
5420;L52599;L;302.6;312.3;1321
5421;L52600;L;302.6;312.3;1512
5422;M20281;M;302.6;312.3;1566
5423;M20282;M;302.7;312.4;1422
5424;L52603;L;302.6;312.3;1647
5425;L52604;L;302.6;312.2;1377
5426;L52605;L;302.5;312.2;1775
5427;L52606;L;302.6;312.3;1554
5428;L52607;L;302.7;312.4;1423
5429;L52608;L;302.7;312.4;1453
5430;L52609;L;302.8;312.4;1590
5431;L52610;L;302.8;312.5;1694
5432;L52611;L;302.8;312.5;1462
5433;L52612;L;302.8;312.4;1392
5434;L52613;L;302.9;312.5;1550
5435;L52614;L;302.9;312.5;1629
5436;M20295;M;303.0;312.5;1524
5437;M20296;M;302.9;312.5;1679
5438;M20297;M;302.9;312.6;1394
5439;L52618;L;302.9;312.5;1683
5440;L52619;L;303.0;312.5;1626
5441;H34854;H;303.0;312.5;1698
5442;M20301;M;303.0;312.6;1392
5443;L52622;L;303.1;312.7;1353
5444;M20303;M;303.0;312.7;1426
5445;L52624;L;303.0;312.7;2024
5446;M20305;M;303.0;312.8;1648
5447;L52626;L;303.1;312.9;1511
5448;L52627;L;303.1;312.8;1465
5449;L52628;L;303.0;312.7;1551
5450;L52629;L;303.1;312.8;2329
5451;H34864;H;303.1;312.8;1435
5452;L52631;L;303.0;312.7;1361
5453;M20312;M;303.0;312.7;1553
5454;L52633;L;303.0;312.6;1451
5455;L52634;L;303.0;312.5;1461
5456;M20315;M;303.1;312.6;1895
5457;M20316;M;303.1;312.6;1567
5458;M20317;M;303.0;312.5;1602
5459;L52638;L;303.1;312.6;1514
5460;L52639;L;303.1;312.5;1453
5461;M20320;M;303.0;312.4;1526
5462;M20321;M;302.9;312.3;1339
5463;L52642;L;302.9;312.3;1889
5464;L52643;L;302.9;312.4;1561
5465;M20324;M;302.9;312.4;1659
5466;L52645;L;302.9;312.4;1424
5467;M20326;M;302.9;312.3;1426
5468;L52647;L;302.9;312.4;1383
5469;L52648;L;302.8;312.3;1764
5470;M20329;M;302.7;312.2;1439
5471;M20330;M;302.7;312.2;1585
5472;L52651;L;302.7;312.3;1346
5473;L52652;L;302.8;312.3;1386
5474;L52653;L;302.7;312.2;1369
5475;M20334;M;302.7;312.1;1378
5476;L52655;L;302.7;312.2;1336
5477;M20336;M;302.6;312.1;1445
5478;L52657;L;302.7;312.1;1763
5479;L52658;L;302.7;312.2;1611
5480;M20339;M;302.7;312.1;1564
5481;H34894;H;302.7;312.1;1478
5482;L52661;L;302.6;312;1781
5483;L52662;L;302.6;312.1;1782
5484;M20343;M;302.6;312.1;2000
5485;M20344;M;302.5;312;1826
5486;L52665;L;302.6;312.1;1344
5487;L52666;L;302.6;312.2;1520
5488;M20347;M;302.6;312.1;1611
5489;L52668;L;302.7;312.2;1450
5490;L52669;L;302.6;312.1;1499
5491;L52670;L;302.6;312.1;1288
5492;M20351;M;302.7;312.2;1350
5493;M20352;M;302.9;312.4;1334
5494;L52673;L;302.8;312.4;1376
5495;L52674;L;302.8;312.4;1368
5496;H34909;H;302.9;312.5;1357
5497;M20356;M;302.9;312.5;1924
5498;M20357;M;302.9;312.5;1551
5499;M20358;M;302.9;312.5;1903
5500;H34913;H;302.9;312.3;1417
5501;L52680;L;302.7;312.1;1601
5502;L52681;L;302.7;312.1;1543
5503;L52682;L;302.6;312.1;1439
5504;H34917;H;302.6;312;1657
5505;L52684;L;302.8;312.2;1458
5506;L52685;L;302.8;312.2;1746
5507;L52686;L;302.9;312.2;1677
5508;L52687;L;302.8;312.1;1520
5509;L52688;L;302.9;312.2;1367
5510;L52689;L;302.8;312.2;1509
5511;L52690;L;302.8;312.1;1418
5512;L52691;L;302.8;312.1;1958
5513;L52692;L;302.8;312.2;1682
5514;M20373;M;302.8;312.2;1452
5515;L52694;L;302.7;312;1828
5516;H34929;H;302.7;312;1484
5517;L52696;L;302.6;312;1674
5518;L52697;L;302.6;311.9;1448
5519;M20378;M;302.5;311.8;2023
5520;L52699;L;302.5;311.9;1452
5521;M20380;M;302.6;312;1496
5522;L52701;L;302.6;311.9;1397
5523;L52702;L;302.6;311.9;1453
5524;M20383;M;302.5;311.9;1524
5525;L52704;L;302.6;311.9;1633
5526;M20385;M;302.6;312;1363
5527;L52706;L;302.5;311.9;1520
5528;M20387;M;302.5;311.9;1532
5529;L52708;L;302.4;311.8;1384
5530;M20389;M;302.4;311.8;1539
5531;M20390;M;302.3;311.8;1355
5532;M20391;M;302.3;311.7;1504
5533;L52712;L;302.4;311.8;1476
5534;L52713;L;302.4;311.7;1721
5535;M20394;M;302.3;311.7;1494
5536;L52715;L;302.3;311.7;1465
5537;M20396;M;302.3;311.8;1363
5538;L52717;L;302.4;311.8;1648
5539;M20398;M;302.3;311.8;1879
5540;H34953;H;302.3;311.7;1482
5541;L52720;L;302.4;311.8;1493
5542;L52721;L;302.4;311.8;1433
5543;L52722;L;302.3;311.7;1400
5544;L52723;L;302.4;311.8;1255
5545;L52724;L;302.2;311.7;1471
5546;H34959;H;302.2;311.6;1357
5547;L52726;L;302.3;311.7;1453
5548;M20407;M;302.3;311.7;1540
5549;L52728;L;302.3;311.8;1605
5550;H34963;H;302.3;311.9;1374
5551;M20410;M;302.3;311.9;1508
5552;H34965;H;302.4;311.9;1366
5553;H34966;H;302.5;312;1579
5554;L52733;L;302.5;311.9;1306
5555;M20414;M;302.5;312;1521
5556;L52735;L;302.5;312;1411
5557;H34970;H;302.5;312;1357
5558;M20417;M;302.5;312;1436
5559;L52738;L;302.5;311.9;1553
5560;M20419;M;302.5;312;1451
5561;L52740;L;302.4;311.9;1541
5562;M20421;M;302.3;311.7;1341
5563;L52742;L;302.3;311.7;1648
5564;M20423;M;302.3;311.7;1640
5565;L52744;L;302.4;311.8;1416
5566;L52745;L;302.4;311.9;1671
5567;L52746;L;302.4;312;1457
5568;M20427;M;302.5;312;1445
5569;L52748;L;302.5;312.1;1534
5570;L52749;L;302.4;312;1508
5571;M20430;M;302.4;312.1;1492
5572;L52751;L;302.4;312;1562
5573;L52752;L;302.4;312;1545
5574;L52753;L;302.5;312.2;1738
5575;L52754;L;302.4;312;1305
5576;H34989;H;302.4;312;1477
5577;H34990;H;302.4;312;1457
5578;L52757;L;302.4;312.1;1455
5579;L52758;L;302.5;312.2;1574
5580;L52759;L;302.6;312.2;1695
5581;M20440;M;302.6;312.2;1458
5582;M20441;M;302.5;312.1;1454
5583;L52762;L;302.5;312;2052
5584;L52763;L;302.5;312;1673
5585;L52764;L;302.4;311.9;1578
5586;M20445;M;302.5;312;1642
5587;M20446;M;302.4;311.8;1557
5588;L52767;L;302.5;311.9;1481
5589;M20448;M;302.5;311.8;1566
5590;M20449;M;302.5;311.9;1298
5591;M20450;M;302.5;311.9;1340
5592;L52771;L;302.5;312;1574
5593;L52772;L;302.5;311.9;1437
5594;L52773;L;302.6;311.9;1354
5595;L52774;L;302.6;311.9;1598
5596;M20455;M;302.7;312;1944
5597;M20456;M;302.7;312;1538
5598;L52777;L;302.7;312;1501
5599;L52778;L;302.8;312.1;1441
5600;M20459;M;302.7;312;1652
5601;L52780;L;302.8;312.1;1487
5602;L52781;L;302.9;312.2;1605
5603;L52782;L;302.9;312.1;1334
5604;L52783;L;302.9;312.2;1340
5605;L52784;L;302.9;312.2;1513
5606;L52785;L;302.9;312.2;1510
5607;L52786;L;302.9;312.2;1729
5608;M20467;M;302.9;312.2;1745
5609;M20468;M;303.1;312.3;1623
5610;M20469;M;303.1;312.4;1378
5611;L52790;L;303.1;312.4;1407
5612;M20471;M;303.0;312.3;1674
5613;L52792;L;303.0;312.3;1486
5614;M20473;M;303.0;312.3;1483
5615;H35028;H;303.0;312.2;1624
5616;M20475;M;303.0;312.2;1257
5617;L52796;L;303.0;312.3;1480
5618;L52797;L;303.1;312.4;1404
5619;M20478;M;303.0;312.4;1645
5620;L52799;L;303.0;312.3;1932
5621;L52800;L;303.0;312.3;1533
5622;M20481;M;302.9;312.2;1292
5623;L52802;L;302.9;312.2;1571
5624;L52803;L;302.9;312.3;1578
5625;M20484;M;302.8;312.2;1469
5626;L52805;L;302.7;312.1;1728
5627;H35040;H;302.7;312.1;1603
5628;L52807;L;302.7;312.1;1597
5629;L52808;L;302.7;312.1;1688
5630;L52809;L;302.7;312.2;1405
5631;M20490;M;302.8;312.2;1615
5632;L52811;L;302.8;312.2;1515
5633;L52812;L;302.7;312.2;1376
5634;L52813;L;302.7;312.2;1447
5635;M20494;M;302.6;312.2;1353
5636;L52815;L;302.6;312.1;1502
5637;L52816;L;302.6;312;1447
5638;M20497;M;302.5;312;1487
5639;L52818;L;302.6;312.1;1519
5640;L52819;L;302.6;312.1;1668
5641;L52820;L;302.6;312.1;1420
5642;L52821;L;302.6;312.1;1473
5643;L52822;L;302.5;312;1495
5644;L52823;L;302.5;312;1574
5645;L52824;L;302.5;312;1383
5646;M20505;M;302.5;312;1591
5647;M20506;M;302.4;311.8;1644
5648;H35061;H;302.5;311.8;2370
5649;L52828;L;302.5;311.9;1401
5650;M20509;M;302.5;311.9;1414
5651;L52830;L;302.5;312;1456
5652;M20511;M;302.5;312;1447
5653;L52832;L;302.4;311.8;1727
5654;L52833;L;302.4;311.7;1495
5655;L52834;L;302.3;311.6;1544
5656;L52835;L;302.3;311.5;1387
5657;M20516;M;302.3;311.5;1316
5658;L52837;L;302.3;311.5;1794
5659;M20518;M;302.2;311.4;1372
5660;M20519;M;302.3;311.5;1674
5661;L52840;L;302.2;311.4;1477
5662;L52841;L;302.2;311.4;1397
5663;L52842;L;302.2;311.5;1616
5664;M20523;M;302.3;311.5;1530
5665;M20524;M;302.2;311.4;1539
5666;L52845;L;302.3;311.4;1845
5667;L52846;L;302.2;311.4;1430
5668;L52847;L;302.2;311.4;2080
5669;M20528;M;302.2;311.4;1432
5670;M20529;M;302.2;311.5;1479
5671;L52850;L;302.2;311.5;1424
5672;H35085;H;302.2;311.6;1534
5673;H35086;H;302.1;311.6;1701
5674;L52853;L;302.2;311.6;1462
5675;M20534;M;302.2;311.7;1393
5676;M20535;M;302.3;311.7;1453
5677;L52856;L;302.3;311.8;1565
5678;L52857;L;302.3;311.8;1281
5679;M20538;M;302.2;311.7;1584
5680;M20539;M;302.2;311.7;1466
5681;M20540;M;302.2;311.6;1386
5682;L52861;L;302.2;311.6;1383
5683;H35096;H;302.3;311.6;1441
5684;M20543;M;302.2;311.6;1592
5685;H35098;H;302.2;311.6;1594
5686;L52865;L;302.2;311.5;1482
5687;L52866;L;302.2;311.6;1658
5688;L52867;L;302.3;311.7;2170
5689;M20548;M;302.3;311.7;1423
5690;L52869;L;302.4;311.8;1543
5691;L52870;L;302.3;311.8;1435
5692;L52871;L;302.4;311.8;1320
5693;M20552;M;302.4;311.9;1313
5694;M20553;M;302.4;311.8;1453
5695;L52874;L;302.4;311.8;1508
5696;L52875;L;302.4;311.8;1451
5697;H35110;H;302.5;311.9;1595
5698;L52877;L;302.5;311.9;1354
5699;L52878;L;302.5;311.9;1265
5700;L52879;L;302.4;311.9;1867
5701;L52880;L;302.5;311.9;1497
5702;M20561;M;302.5;311.9;1347
5703;L52882;L;302.3;311.7;1544
5704;H35117;H;302.3;311.7;1456
5705;L52884;L;302.5;311.8;1335
5706;L52885;L;302.4;311.9;1452
5707;L52886;L;302.4;311.9;1290
5708;L52887;L;302.4;311.8;1448
5709;L52888;L;302.3;311.7;1611
5710;L52889;L;302.2;311.7;1556
5711;H35124;H;302.2;311.7;1413
5712;L52891;L;302.2;311.6;1545
5713;L52892;L;302.2;311.7;1330
5714;L52893;L;302.2;311.9;1596
5715;L52894;L;302.2;311.8;1618
5716;H35129;H;302.2;311.9;1597
5717;L52896;L;302.3;312;1354
5718;L52897;L;302.3;312;1746
5719;L52898;L;302.4;312;1621
5720;L52899;L;302.3;312;1398
5721;L52900;L;302.3;311.9;1434
5722;M20581;M;302.3;311.8;1443
5723;L52902;L;302.2;311.7;1488
5724;M20583;M;302.3;311.8;1475
5725;L52904;L;302.3;311.8;1433
5726;M20585;M;302.3;311.8;1557
5727;M20586;M;302.4;311.9;1398
5728;M20587;M;302.3;311.8;1559
5729;M20588;M;302.4;311.9;1422
5730;M20589;M;302.3;311.8;1463
5731;L52910;L;302.3;311.7;1793
5732;L52911;L;302.2;311.6;1872
5733;L52912;L;302.2;311.7;1412
5734;L52913;L;302.3;311.8;1487
5735;L52914;L;302.3;311.8;1369
5736;L52915;L;302.4;311.8;1673
5737;M20596;M;302.4;311.9;1439
5738;L52917;L;302.3;311.8;1574
5739;L52918;L;302.3;311.7;1281
5740;M20599;M;302.2;311.7;1653
5741;M20600;M;302.3;311.7;1535
5742;M20601;M;302.3;311.7;1483
5743;L52922;L;302.3;311.7;1414
5744;M20603;M;302.2;311.6;1379
5745;H35158;H;302.2;311.5;1482
5746;L52925;L;302.1;311.5;1987
5747;M20606;M;302.1;311.5;1635
5748;L52927;L;302.1;311.5;1533
5749;M20608;M;302.2;311.7;1576
5750;H35163;H;302.2;311.8;1330
5751;L52930;L;302.2;311.8;1981
5752;H35165;H;302.3;311.8;1475
5753;H35166;H;302.3;311.8;1804
5754;L52933;L;302.2;311.6;1416
5755;L52934;L;302.1;311.5;1727
5756;L52935;L;302.1;311.4;1391
5757;M20616;M;302.0;311.5;1366
5758;L52937;L;301.9;311.3;1366
5759;L52938;L;301.9;311.3;1501
5760;L52939;L;301.8;311.3;1551
5761;M20620;M;301.9;311.3;1522
5762;L52941;L;301.9;311.2;1369
5763;L52942;L;301.8;311.2;1334
5764;H35177;H;301.8;311.2;1451
5765;L52944;L;301.7;311.2;1589
5766;L52945;L;301.7;311.3;1708
5767;M20626;M;301.7;311.2;1413
5768;M20627;M;301.6;311.2;1415
5769;L52948;L;301.7;311.3;1421
5770;L52949;L;301.7;311.3;1348
5771;L52950;L;301.6;311.2;1408
5772;L52951;L;301.6;311.2;1525
5773;L52952;L;301.6;311.3;1706
5774;H35187;H;301.6;311.2;1395
5775;L52954;L;301.5;311.1;1602
5776;L52955;L;301.6;311.1;1907
5777;L52956;L;301.6;311.1;1325
5778;L52957;L;301.6;311.1;1408
5779;M20638;M;301.7;311.1;1489
5780;L52959;L;301.6;311.1;1680
5781;L52960;L;301.7;311.2;1517
5782;M20641;M;301.7;311.1;1618
5783;L52962;L;301.7;311.1;1455
5784;H35197;H;301.8;311.1;1543
5785;M20644;M;301.8;311.1;1399
5786;L52965;L;301.7;311.1;1469
5787;L52966;L;301.7;311.2;1521
5788;L52967;L;301.7;311.3;1584
5789;L52968;L;301.8;311.5;1443
5790;M20649;M;301.8;311.5;1416
5791;M20650;M;301.7;311.2;1563
5792;M20651;M;301.8;311.3;1542
5793;M20652;M;301.8;311.3;1624
5794;L52973;L;301.8;311.3;1471
5795;M20654;M;301.9;311.5;1492
5796;M20655;M;301.9;311.4;1465
5797;L52976;L;301.7;311.1;1399
5798;L52977;L;301.6;311;1431
5799;L52978;L;301.5;310.9;1600
5800;L52979;L;301.5;310.8;1593
5801;L52980;L;301.5;310.9;1469
5802;L52981;L;301.5;310.8;1413
5803;L52982;L;301.4;310.8;1490
5804;L52983;L;301.5;310.9;1671
5805;L52984;L;301.5;310.9;1365
5806;M20665;M;301.4;310.9;1557
5807;L52986;L;301.4;310.9;1440
5808;M20667;M;301.4;310.9;1489
5809;L52988;L;301.4;311;1733
5810;H35223;H;301.3;311;1580
5811;L52990;L;301.3;311;1856
5812;L52991;L;301.3;311.1;1454
5813;L52992;L;301.4;311.1;1495
5814;L52993;L;301.2;311;1761
5815;M20674;M;301.3;311;1402
5816;L52995;L;301.2;311;1670
5817;L52996;L;301.3;311;1582
5818;L52997;L;301.3;311;1542
5819;L52998;L;301.3;311;1539
5820;L52999;L;301.3;311;1418
5821;L53000;L;301.3;311.1;1723
5822;L53001;L;301.3;311.1;1303
5823;M20682;M;301.3;311;1463
5824;L53003;L;301.2;311;1544
5825;L53004;L;301.2;311;1596
5826;L53005;L;301.3;311.1;1413
5827;M20686;M;301.3;311.1;1492
5828;L53007;L;301.3;311.1;1624
5829;L53008;L;301.3;311.1;1504
5830;M20689;M;301.2;311.1;1574
5831;M20690;M;301.3;311.2;1438
5832;L53011;L;301.3;311.3;1474
5833;L53012;L;301.3;311.2;1675
5834;L53013;L;301.3;311.2;1457
5835;L53014;L;301.3;311.3;1434
5836;L53015;L;301.3;311.2;1668
5837;L53016;L;301.2;311.1;1550
5838;M20697;M;301.3;311.1;1834
5839;M20698;M;301.4;311.2;1476
5840;M20699;M;301.4;311.2;1541
5841;M20700;M;301.3;311.1;1581
5842;M20701;M;301.3;311.1;1678
5843;L53022;L;301.4;311.2;1355
5844;L53023;L;301.5;311.2;1700
5845;L53024;L;301.4;311.1;1462
5846;M20705;M;301.4;311.2;1727
5847;L53026;L;301.4;311.3;1674
5848;L53027;L;301.4;311.3;1397
5849;L53028;L;301.4;311.3;2323
5850;M20709;M;301.4;311.2;1434
5851;L53030;L;301.3;311.1;1560
5852;L53031;L;301.2;311;1573
5853;H35266;H;301.2;310.9;1798
5854;L53033;L;301.2;311;1567
5855;L53034;L;301.2;310.9;1416
5856;M20715;M;301.2;310.9;1424
5857;H35270;H;301.2;310.9;1598
5858;L53037;L;301.3;310.9;1760
5859;L53038;L;301.3;311;1348
5860;L53039;L;301.3;311;1542
5861;L53040;L;301.3;310.9;1566
5862;L53041;L;301.3;311;1554
5863;L53042;L;301.4;311;1470
5864;M20723;M;301.4;311.1;1758
5865;M20724;M;301.4;311;1486
5866;M20725;M;301.5;311.1;1402
5867;L53046;L;301.5;311.1;1459
5868;L53047;L;301.5;311;1494
5869;L53048;L;301.5;311.1;1731
5870;L53049;L;301.5;311.1;2076
5871;L53050;L;301.5;311.1;2055
5872;L53051;L;301.5;311.1;1469
5873;M20732;M;301.5;311;1504
5874;M20733;M;301.5;311.1;1396
5875;M20734;M;301.5;311.1;1660
5876;M20735;M;301.5;311;1577
5877;L53056;L;301.5;311.1;1426
5878;L53057;L;301.5;311.1;1458
5879;L53058;L;301.4;311;1533
5880;L53059;L;301.4;311;1701
5881;L53060;L;301.5;311.1;1434
5882;L53061;L;301.4;311.1;1952
5883;L53062;L;301.4;311.1;1469
5884;L53063;L;301.4;311.1;1800
5885;M20744;M;301.3;311.1;1438
5886;L53065;L;301.3;311.1;1647
5887;L53066;L;301.4;311.1;1494
5888;H35301;H;301.4;311.1;1445
5889;M20748;M;301.5;311.1;1507
5890;M20749;M;301.4;311;1234
5891;L53070;L;301.4;311;1634
5892;L53071;L;301.4;311;1334
5893;L53072;L;301.4;311.1;1472
5894;M20753;M;301.3;311;1410
5895;L53074;L;301.2;310.9;1597
5896;M20755;M;301.2;310.9;1460
5897;L53076;L;301.1;310.8;1274
5898;M20757;M;301.0;310.7;1517
5899;L53078;L;301.0;310.7;1300
5900;H35313;H;300.9;310.6;1686
5901;M20760;M;300.9;310.7;1485
5902;L53081;L;301.0;310.7;1464
5903;L53082;L;300.9;310.6;1598
5904;L53083;L;300.9;310.5;1894
5905;M20764;M;300.8;310.5;1330
5906;H35319;H;300.8;310.5;1582
5907;L53086;L;300.7;310.3;1533
5908;H35321;H;300.8;310.4;1419
5909;M20768;M;300.8;310.3;1526
5910;H35323;H;300.7;310.2;1364
5911;M20770;M;300.8;310.3;1458
5912;M20771;M;300.8;310.4;1288
5913;M20772;M;300.7;310.3;1659
5914;H35327;H;300.7;310.2;1479
5915;L53094;L;300.7;310.3;1592
5916;M20775;M;300.6;310.2;1532
5917;L53096;L;300.6;310.2;1555
5918;L53097;L;300.6;310.2;1341
5919;L53098;L;300.6;310.1;1541
5920;L53099;L;300.6;310.3;1414
5921;L53100;L;300.5;310.2;1764
5922;L53101;L;300.5;310.3;1336
5923;L53102;L;300.5;310.3;1435
5924;M20783;M;300.4;310.3;1537
5925;L53104;L;300.3;310.2;1369
5926;M20785;M;300.2;310.1;1619
5927;L53106;L;300.2;310.1;1440
5928;L53107;L;300.2;310.1;1649
5929;M20788;M;300.2;310.1;1550
5930;L53109;L;300.3;310.2;1471
5931;L53110;L;300.3;310.3;1483
5932;L53111;L;300.3;310.4;1336
5933;L53112;L;300.5;310.5;1515
5934;L53113;L;300.5;310.5;1373
5935;H35348;H;300.6;310.5;1454
5936;L53115;L;300.5;310.5;1646
5937;M20796;M;300.5;310.4;1548
5938;M20797;M;300.6;310.5;1462
5939;L53118;L;300.5;310.4;1702
5940;L53119;L;300.5;310.5;1409
5941;M20800;M;300.6;310.6;1427
5942;L53121;L;300.6;310.7;1438
5943;L53122;L;300.7;310.7;1450
5944;L53123;L;300.7;310.7;1541
5945;M20804;M;300.7;310.6;1484
5946;M20805;M;300.8;310.8;1415
5947;L53126;L;300.7;310.8;1496
5948;M20807;M;300.7;310.8;1465
5949;L53128;L;300.7;310.8;2113
5950;M20809;M;300.7;310.8;1506
5951;L53130;L;300.7;310.8;1689
5952;L53131;L;300.7;310.9;1650
5953;L53132;L;300.7;310.8;1563
5954;M20813;M;300.7;310.9;1486
5955;L53134;L;300.8;310.9;1732
5956;L53135;L;300.7;310.8;1653
5957;L53136;L;300.7;310.9;1535
5958;L53137;L;300.7;310.9;1637
5959;L53138;L;300.6;310.8;1533
5960;L53139;L;300.6;310.8;1378
5961;L53140;L;300.5;310.7;1606
5962;L53141;L;300.3;310.7;1539
5963;L53142;L;300.5;310.8;1728
5964;H35377;H;300.4;310.7;1656
5965;H35378;H;300.5;310.8;1631
5966;H35379;H;300.5;310.9;1447
5967;L53146;L;300.4;310.8;1396
5968;L53147;L;300.4;310.8;1390
5969;L53148;L;300.4;310.8;1348
5970;M20829;M;300.4;310.8;1491
5971;L53150;L;300.4;310.8;1520
5972;L53151;L;300.5;310.8;1509
5973;L53152;L;300.5;310.8;1445
5974;L53153;L;300.5;310.8;1354
5975;L53154;L;300.5;310.7;1488
5976;H35389;H;300.5;310.7;1654
5977;H35390;H;300.5;310.6;1378
5978;L53157;L;300.6;310.7;1750
5979;L53158;L;300.5;310.6;1448
5980;H35393;H;300.6;310.7;1501
5981;M20840;M;300.6;310.7;1654
5982;M20841;M;300.7;310.7;1347
5983;L53162;L;300.7;310.8;1486
5984;H35397;H;300.8;310.8;1466
5985;H35398;H;300.7;310.8;1346
5986;L53165;L;300.7;310.7;1314
5987;L53166;L;300.6;310.7;1440
5988;L53167;L;300.7;310.8;1608
5989;H35402;H;300.7;310.8;1296
