Kingdom,DNAtype,SpeciesID,Ncodons,SpeciesName,,,,,,,
pln,2,182070,3386,chloroplast Saxifraga stolonifera,,,,,,,
pln,0,182092,2109,Botrytis fabae,,,,,,,
pln,0,182099,2005,Fusarium sp. IFO 7772,,,,,,,
pln,0,183267,3030,Hibiscus tiliaceus,,,,,,,
pln,2,183267,6565,chloroplast Hibiscus tiliaceus,,,,,,,
pln,0,183674,1896,Miscanthus x giganteus,,,,,,,
pln,2,184728,1536,chloroplast Hordeum brachyantherum subsp. brachyantherum,,,,,,,
pln,0,184778,1078,Candida deformans,,,,,,,
pln,0,184877,2450,Nierembergia sp. NB17,,,,,,,
pln,2,185768,1016,chloroplast Nasa triphylla,,,,,,,
pln,2,185780,1018,chloroplast Verbena rigida,,,,,,,
pln,0,186125,1575,Fomitopsis palustris,,,,,,,
pln,0,186128,1285,Agapanthus praecox,,,,,,,
pln,0,186170,1638,Diaporthe perjuncta,,,,,,,
pln,0,187393,2110,Aspergillus sp. L,,,,,,,
pln,2,187454,1008,chloroplast Panax vietnamensis var. fuscidiscus,,,,,,,
pln,0,187813,2381,Phytophthora brassicae,,,,,,,
pln,2,18795,1230,chloroplast Delairea odorata,,,,,,,
pln,0,188765,5870,Pleurotus sp. 'Florida',,,,,,,
pln,0,189007,1100,Sinningia cardinalis,,,,,,,
pln,0,189428,1179,Flabellia petiolata,,,,,,,
pln,0,189785,1426,Tamarix androssowii,,,,,,,
pln,0,190330,1441,Atriplex prostrata,,,,,,,
pln,2,190997,1410,chloroplast Corema conradii,,,,,,,
pln,0,191219,1397,Linum album,,,,,,,
pln,0,191221,2619,Trametes sp. C30,,,,,,,
pln,0,191224,1218,Cistus creticus,,,,,,,
pln,0,192011,1546,Cryptococcus neoformans A/D,,,,,,,
pln,2,192269,1548,chloroplast Pinguicula moranensis,,,,,,,
pln,0,192999,1002,Atriplex centralasiatica,,,,,,,
pln,2,193079,18981,chloroplast Saccharum hybrid cultivar SP-80-3280,,,,,,,
pln,2,193494,1012,chloroplast Petalonyx linearis,,,,,,,
pln,0,195120,3040,Picrorhiza kurrooa,,,,,,,
pln,0,195583,7239,Solanum lycopersicum var. cerasiforme,,,,,,,
pln,2,195983,2445,chloroplast Vaucheria frigida,,,,,,,
pln,2,195987,1956,chloroplast Vaucheria prona,,,,,,,
pln,0,196120,1806,Thlaspi japonicum,,,,,,,
pln,2,197363,1047,chloroplast Cardiochlamys madagascariensis,,,,,,,
pln,2,197365,1051,chloroplast Cladostigma hildebrandtioides,,,,,,,
pln,2,197373,1047,chloroplast Cressa truxillensis,,,,,,,
pln,2,197374,5700,chloroplast Cuscuta sandwichiana,,,,,,,
pln,2,197388,1086,chloroplast Evolvulus glomeratus,,,,,,,
pln,2,197394,1051,chloroplast Hewittia sublobata,,,,,,,
pln,2,197402,1055,chloroplast Iseia luxurians,,,,,,,
pln,2,197404,1045,chloroplast Itzaea sericea,,,,,,,
pln,2,197410,1043,chloroplast Maripa glabra,,,,,,,
pln,2,197414,1052,chloroplast Merremia dissecta,,,,,,,
pln,2,197422,1045,chloroplast Neuropeltis acuminata,,,,,,,
pln,2,197432,1050,chloroplast Polymeria pusilla,,,,,,,
pln,2,197436,1009,chloroplast Porana velutina,,,,,,,
pln,0,19744,10582,Stellaria longipes,,,,,,,
pln,2,197445,1050,chloroplast Stictocardia incomta,,,,,,,
pln,0,197613,1465,Rosa chinensis var. spontanea,,,,,,,
pln,2,197613,1008,chloroplast Rosa chinensis var. spontanea,,,,,,,
pln,0,199225,1079,Pinellia ternata,,,,,,,
pln,2,199379,1006,chloroplast Astartea fascicularis,,,,,,,
pln,2,199382,1008,chloroplast Babingtonia behrii,,,,,,,
pln,2,199390,1007,chloroplast Baeckea crassifolia,,,,,,,
pln,2,199636,1032,chloroplast Curcumorpha longiflora,,,,,,,
pln,0,200316,1024,Nicotiana obtusifolia,,,,,,,
pln,0,200320,3085,Nicotiana suaveolens,,,,,,,
pln,0,200361,1485,Aegilops tauschii subsp. strangulata,,,,,,,
pln,0,200489,1010,Saussurea involucrata,,,,,,,
pln,0,200642,8631,Phalaenopsis hybrid cultivar,,,,,,,
pln,2,200948,1013,chloroplast Cicer canariense,,,,,,,
pln,2,200949,1014,chloroplast Cicer macracanthum,,,,,,,
pln,2,200951,1014,chloroplast Melilotus indica,,,,,,,
pln,0,201219,3610,Leucoagaricus meleagris,,,,,,,
pln,2,202382,1300,chloroplast Elegia fenestrata,,,,,,,
pln,0,203496,1590,Geotrichum sp. M128,,,,,,,
pln,0,203624,1529,Pringlea antiscorbutica,,,,,,,
pln,2,203655,1106,chloroplast Ptychanthus striatus,,,,,,,
pln,2,203687,1028,chloroplast Jubula hutchinsiae,,,,,,,
pln,0,204231,5862,Ficus pumila var. awkeotsang,,,,,,,
pln,2,204232,1024,chloroplast Agrostis capillaris,,,,,,,
pln,0,204237,2391,Oncidium Goldiana,,,,,,,
pln,0,204285,2319,Melanocarpus albomyces,,,,,,,
pln,2,204355,1032,chloroplast Pinguicula macroceras,,,,,,,
pln,2,204362,1032,chloroplast Pinguicula vulgaris,,,,,,,
pln,0,204998,1054,Mortierella alliacea,,,,,,,
pln,0,205524,1052,Solanum aethiopicum,,,,,,,
pln,2,205688,4818,chloroplast Forsythia europaea,,,,,,,
pln,0,206448,2846,Salicornia europaea,,,,,,,
pln,2,207932,1321,chloroplast Iris missouriensis,,,,,,,
pln,0,208348,1226,Puccinia triticina,,,,,,,
pln,2,208873,3270,chloroplast Myriophyllum spicatum,,,,,,,
pln,0,209285,5350,Chaetomium thermophilum,,,,,,,
pln,0,209683,3651,Symbiodinium sp. RKT-203,,,,,,,
pln,0,21020,5208,Castanea sativa,,,,,,,
pln,2,21020,2015,chloroplast Castanea sativa,,,,,,,
pln,2,210360,3630,chloroplast Jasminum abyssinicum,,,,,,,
pln,0,212142,15834,Petunia integrifolia subsp. inflata,,,,,,,
pln,2,212733,1020,chloroplast Aristolochia pistolochia,,,,,,,
pln,2,212734,26320,chloroplast Calycanthus floridus var. glaucus,,,,,,,
pln,0,213301,1126,Coffea liberica var. dewevrei,,,,,,,
pln,2,213818,1017,chloroplast Grahamia vulcanensis,,,,,,,
pln,2,214063,1026,chloroplast Piper sp. Borsch 3475,,,,,,,
pln,0,214684,3529040,Cryptococcus neoformans var. neoformans JEC21 (Filobasidiella,,,,,,,
pln,0,215456,23676,Phaeosphaeria avenaria f. sp. avenaria,,,,,,,
pln,0,215711,1879,Colacium sideropus,,,,,,,
pln,2,216080,1014,chloroplast Piper crocatum,,,,,,,
pln,0,218843,1331,Turnera subulata,,,,,,,
pln,0,219653,1560,Rigidoporus microporus,,,,,,,
pln,2,219759,1428,chloroplast Dixonia thamnioides,,,,,,,
pln,0,220689,1415,Caragana korshinskii,,,,,,,
pln,0,221166,1312,Sesuvium portulacastrum,,,,,,,
pln,2,222650,1012,chloroplast Cladopus hainanensis,,,,,,,
pln,2,222651,1018,chloroplast Cladopus nymanii,,,,,,,
pln,0,222929,46732,Coccidioides posadasii,,,,,,,
pln,0,222994,9969,Thinopyrum ponticum x Triticum aestivum,,,,,,,
pln,2,22303,1325,chloroplast Lactoris fernandeziana,,,,,,,
pln,2,223432,1005,chloroplast Acacia hindsii,,,,,,,
pln,0,223891,2418,Solanum virginianum,,,,,,,
pln,0,224085,2561,Acacia mangium,,,,,,,
pln,1,224130,7105,mitochondrion Monoblepharella sp. JEL15,,,,,,,
pln,1,224131,3889,mitochondrion Harpochytrium sp. JEL105,,,,,,,
pln,0,224146,2316,Kalidium foliatum,,,,,,,
pln,2,224735,26604,chloroplast Drimys granadensis,,,,,,,
pln,2,224745,2300,chloroplast Micromeria hyssopifolia,,,,,,,
pln,0,225117,6636,Pyrus x bretschneideri,,,,,,,
pln,2,226051,26274,chloroplast Lobularia maritima,,,,,,,
pln,0,226126,1394,Saccharomyces mikatae IFO 1815,,,,,,,
pln,0,226208,4845,Salvia miltiorrhiza,,,,,,,
pln,0,226230,7889,Saccharomyces kudriavzevii IFO 1802,,,,,,,
pln,0,22663,1544,Punica granatum,,,,,,,
pln,0,226677,4511,Anthurium andraeanum,,,,,,,
pln,0,226891,3897,Gerbera hybrid cv. 'Terra Regina',,,,,,,
pln,0,228870,49926,Cleome spinosa,,,,,,,
pln,2,229472,1548,chloroplast Heloniopsis tubiflora,,,,,,,
pln,2,229473,1548,chloroplast Heloniopsis koreana,,,,,,,
pln,0,229535,1427,Penicillium nordicum,,,,,,,
pln,2,230070,1022,chloroplast Penstemon fruticosus var. serratus,,,,,,,
pln,0,230117,1095,Phalaenopsis x Doritaenopsis hybrid cultivar,,,,,,,
pln,2,23013,3385,chloroplast Kalanchoe daigremontiana,,,,,,,
pln,0,230603,5463,Saccharomyces uvarum,,,,,,,
pln,0,230624,1248,Trametes ochracea,,,,,,,
pln,2,23081,3474,chloroplast Itea virginica,,,,,,,
pln,2,23090,3517,chloroplast Pterostemon rotundifolius,,,,,,,
pln,0,23110,2884,Hydrangea macrophylla,,,,,,,
pln,2,23110,1964,chloroplast Hydrangea macrophylla,,,,,,,
pln,0,231512,8730,Vitis pseudoreticulata,,,,,,,
pln,2,231656,1020,chloroplast Clematis patens,,,,,,,
pln,0,23207,9566,Prunus serotina,,,,,,,
pln,0,23211,40760,Pyrus communis,,,,,,,
pln,0,235357,1085,Artemisia tridentata subsp. spiciformis,,,,,,,
pln,0,235443,1757,Cryptococcus neoformans var. grubii H99,,,,,,,
pln,1,237561,3350,mitochondrion Candida albicans SC5314,,,,,,,
pln,0,238895,3159,Chorispora bungeana,,,,,,,
pln,2,240228,2100,chloroplast Raphanus sativus var. sativus,,,,,,,
pln,2,240613,1029,chloroplast Globba substrigosa,,,,,,,
pln,2,240615,1022,chloroplast Globba racemosa,,,,,,,
pln,0,240906,1138,Puccinellia tenuiflora,,,,,,,
pln,0,241069,1490,Mentha x gracilis,,,,,,,
pln,0,241842,1068,Acanthus ebracteatus,,,,,,,
pln,1,245159,1710,mitochondrion Solanum commersonii x Solanum tuberosum,,,,,,,
pln,0,245546,2139,Populus suaveolens,,,,,,,
pln,0,245834,1094,Hortaea acidophila,,,,,,,
pln,0,245881,1908,Armillariella tabescens,,,,,,,
pln,2,247087,1536,chloroplast Aloe plicatilis,,,,,,,
pln,0,247144,3839,Pleopsidium chlorophanum,,,,,,,
pln,2,247881,1020,chloroplast Dalea pulchra,,,,,,,
pln,2,247882,1015,chloroplast Eysenhardtia orthocarpa,,,,,,,
pln,2,247883,1020,chloroplast Marina parryi,,,,,,,
pln,2,248361,26301,chloroplast Morus indica,,,,,,,
pln,0,251360,3307,Fusarium oxysporum f. sp. phaseoli,,,,,,,
pln,2,251573,1583,chloroplast Symplocos dryophila,,,,,,,
pln,2,251584,1072,chloroplast Symplocos lanceolata,,,,,,,
pln,2,251585,1072,chloroplast Symplocos laurina,,,,,,,
pln,2,251587,1613,chloroplast Symplocos macrophylla,,,,,,,
pln,2,251596,1077,chloroplast Symplocos phyllocalyx,,,,,,,
pln,2,251601,1076,chloroplast Symplocos speciosa,,,,,,,
pln,2,251602,1697,chloroplast Symplocos sumuntia,,,,,,,
pln,0,252751,1131,Monotropastrum globosum,,,,,,,
pln,0,253809,1186,Asparagus virgatus,,,,,,,
pln,2,255430,3479,chloroplast Peridiscus lucidus,,,,,,,
pln,2,255578,1521,chloroplast Sonchus tenerrimus,,,,,,,
pln,2,255580,1521,chloroplast Sonchus hydrophilus,,,,,,,
pln,2,25625,1015,chloroplast Amentotaxus argotaenia,,,,,,,
pln,0,25629,2508,Taxus baccata,,,,,,,
pln,2,25629,1527,chloroplast Taxus baccata,,,,,,,
pln,2,257524,1024,chloroplast Aristolochia eriantha,,,,,,,
pln,0,257763,5029,Dendrocalamus latiflorus,,,,,,,
pln,0,258217,2292,Sagittaria pygmaea,,,,,,,
pln,0,258770,9485,Melampsora medusae f. sp. deltoidis,,,,,,,
pln,0,259522,2531,Mycosphaerella zeae-maydis,,,,,,,
pln,0,260674,3758,Citrullus lanatus var. lanatus,,,,,,,
pln,2,260886,1010,chloroplast Macroptilium longipedunculatum,,,,,,,
pln,2,260888,1013,chloroplast Strophostyles leiosperma,,,,,,,
pln,2,261527,1467,chloroplast Thorea gaudichaudii,,,,,,,
pln,2,261999,1062,chloroplast Camellia sinensis var. assamica,,,,,,,
pln,0,262758,4049,Zoysia tenuifolia,,,,,,,
pln,0,263602,1174,Gladiolus hybrid cultivar 'Traveler',,,,,,,
pln,0,263815,1700,Pneumocystis murina,,,,,,,
pln,2,264480,1009,chloroplast Marchesinia brachiata,,,,,,,
pln,0,264483,1483,Phaffia rhodozyma,,,,,,,
pln,2,264785,1775,chloroplast Anastrophyllum minutum,,,,,,,
pln,0,265354,2154,Rhodiola sachalinensis,,,,,,,
pln,2,265767,1012,chloroplast Eleutherococcus senticosus,,,,,,,
pln,0,266767,2958,Populus tremula var. davidiana,,,,,,,
pln,0,267265,1387,Solanum aculeatissimum,,,,,,,
pln,0,270183,1521,Bupleurum kaoi,,,,,,,
pln,2,270643,1449,chloroplast Tetraselmis suecica,,,,,,,
pln,0,2708,5133,Citrus limon,,,,,,,
pln,0,2711,47126,Citrus sinensis,,,,,,,
pln,2,2711,26695,chloroplast Citrus sinensis,,,,,,,
pln,4,271810,1010,plastid Wajira praecox,,,,,,,
pln,4,271811,2020,plastid Wajira grahamiana,,,,,,,
pln,2,272082,1018,chloroplast Dodecatheon frigidum,,,,,,,
pln,2,272092,1024,chloroplast Dodecatheon alpinum subsp. majus,,,,,,,
pln,2,272096,1022,chloroplast Dodecatheon conjugens subsp. conjugens,,,,,,,
pln,2,272097,1022,chloroplast Dodecatheon dentatum subsp. dentatum,,,,,,,
pln,2,272102,1024,chloroplast Dodecatheon jeffreyi subsp. jeffreyi,,,,,,,
pln,2,272110,1022,chloroplast Primula cuneifolia subsp. saxifragifolia,,,,,,,
pln,0,272698,1059,Candida glycerinogenes,,,,,,,
pln,0,27288,28510,Saccharomyces castellii,,,,,,,
pln,1,27288,2915,mitochondrion Saccharomyces castellii,,,,,,,
pln,0,27291,38291,Saccharomyces paradoxus,,,,,,,
pln,0,27292,29136,Saccharomyces pastorianus,,,,,,,
pln,0,27293,5234,Saccharomyces servazzii,,,,,,,
pln,1,27293,4126,mitochondrion Saccharomyces servazzii,,,,,,,
pln,0,27300,12522,Debaryomyces occidentalis,,,,,,,
pln,0,27317,5782,Galactomyces geotrichum,,,,,,,
pln,0,27334,1326,Penicillium expansum,,,,,,,
pln,0,27337,4781,Verticillium dahliae,,,,,,,
pln,1,27337,4863,mitochondrion Verticillium dahliae,,,,,,,
pln,1,273371,4929,mitochondrion Candida orthopsilosis,,,,,,,
pln,1,273372,4733,mitochondrion Candida metapsilosis,,,,,,,
pln,0,27338,1417,Sordaria fimicola,,,,,,,
pln,0,273507,5101,Phanerochaete chrysosporium RP-78,,,,,,,
pln,0,27354,1440,Cronartium ribicola,,,,,,,
pln,0,27357,2975,Glomerella acutata,,,,,,,
pln,0,27381,5028,Glomus mosseae,,,,,,,
pln,0,274578,1801,Nitzschia closterium f. minutissima,,,,,,,
pln,0,2762,7248,Cyanophora paradoxa,,,,,,,
pln,3,2762,38694,cyanelle Cyanophora paradoxa,,,,,,,
pln,0,2765,1057,Aglaothamnion neglectum,,,,,,,
pln,2,2765,2397,chloroplast Aglaothamnion neglectum,,,,,,,
pln,0,2767,1434,Antithamnion sp.,,,,,,,
pln,2,2767,5509,chloroplast Antithamnion sp.,,,,,,,
pln,0,2769,7929,Chondrus crispus,,,,,,,
pln,1,2769,7308,mitochondrion Chondrus crispus,,,,,,,
pln,0,2771,10501,Cyanidium caldarium,,,,,,,
pln,2,2771,53835,chloroplast Cyanidium caldarium,,,,,,,
pln,7,2771,1188,chromoplast Cyanidium caldarium,,,,,,,
pln,1,2771,2877,mitochondrion Cyanidium caldarium,,,,,,,
pln,0,2775,2680,Gracilaria chilensis,,,,,,,
pln,0,2777,4490,Gracilaria gracilis,,,,,,,
pln,0,2778,2531,Gracilaria lemaneiformis,,,,,,,
pln,0,277990,6411,Amaranthus tuberculatus,,,,,,,
pln,0,278161,33782,Pseudotsuga menziesii var. menziesii,,,,,,,
pln,0,278162,2170,Histoplasma capsulatum var. capsulatum,,,,,,,
pln,0,2782,2755,Gracilariopsis lemaneiformis,,,,,,,
pln,2,2785,3251,chloroplast Porphyra tenera,,,,,,,
pln,2,2786,1503,chloroplast Porphyra umbilicalis,,,,,,,
pln,0,2787,3518,Porphyra purpurea,,,,,,,
pln,2,2787,51415,chloroplast Porphyra purpurea,,,,,,,
pln,1,2787,8639,mitochondrion Porphyra purpurea,,,,,,,
pln,0,2788,15021,Porphyra yezoensis,,,,,,,
pln,2,2788,58516,chloroplast Porphyra yezoensis,,,,,,,
pln,4,2788,3423,plastid Porphyra yezoensis,,,,,,,
pln,0,278938,1723,Botrytis elliptica,,,,,,,
pln,4,27965,15648,plastid Colpomenia peregrina,,,,,,,
pln,2,27967,2934,chloroplast Scytosiphon lomentaria,,,,,,,
pln,0,279683,1518,Avena prostrata,,,,,,,
pln,0,280076,2584,Schoenoplectus juncoides,,,,,,,
pln,2,280640,4545,chloroplast Hibiscus glaber,,,,,,,
pln,0,280699,10687,Cyanidioschyzon merolae strain 10D,,,,,,,
pln,2,280699,45066,chloroplast Cyanidioschyzon merolae strain 10D,,,,,,,
pln,1,280699,8177,mitochondrion Cyanidioschyzon merolae strain 10D,,,,,,,
pln,2,280810,1143,chloroplast Cryptothallus mirabilis,,,,,,,
pln,0,281068,5348,Fusarium cortaderiae,,,,,,,
pln,2,2822,1507,chloroplast Palmaria palmata,,,,,,,
pln,0,282267,10693,Fusarium asiaticum,,,,,,,
pln,0,282268,8020,Fusarium austroamericanum,,,,,,,
pln,0,282269,8022,Fusarium meridionale,,,,,,,
pln,0,282270,5347,Fusarium mesoamericanum,,,,,,,
pln,0,282271,10700,Fusarium boothii,,,,,,,
pln,0,282272,7422,Fusarium acaciae-mearnsii,,,,,,,
pln,2,282304,1050,chloroplast Raphanus sativus var. raphanistroides,,,,,,,
pln,0,282322,1755,Halostachys caspica,,,,,,,
pln,0,2829,2024,Heterosigma akashiwo,,,,,,,
pln,2,2829,5135,chloroplast Heterosigma akashiwo,,,,,,,
pln,2,283132,1018,chloroplast Phyllanthus nummulariifolius,,,,,,,
pln,2,283144,1014,chloroplast Petalodiscus bojerianus,,,,,,,
pln,0,283153,2634,Caragana jubata,,,,,,,
pln,0,2832,3543,Pavlova lutheri,,,,,,,
pln,2,2832,2163,chloroplast Pavlova lutheri,,,,,,,
pln,0,283210,3948,Malus pumila,,,,,,,
pln,2,283339,1008,chloroplast Rosa banksiae var. normalis,,,,,,,
pln,0,2839,4270,Odontella sinensis,,,,,,,
pln,2,2839,31734,chloroplast Odontella sinensis,,,,,,,
pln,0,2843,1813,Skeletonema costatum,,,,,,,
pln,0,284363,3375,Rheum australe,,,,,,,
pln,2,284494,1004,chloroplast Acacia macracantha,,,,,,,
pln,2,284495,1003,chloroplast Acacia cornigera,,,,,,,
pln,0,284507,4189,Taxodium distichum var. distichum,,,,,,,
pln,0,284590,2488222,Kluyveromyces lactis NRRL Y-1140,,,,,,,
pln,0,284591,2945919,Yarrowia lipolytica CLIB122,,,,,,,
pln,0,284592,2865738,Debaryomyces hansenii CBS767,,,,,,,
pln,0,284593,2607853,Candida glabrata CBS 138,,,,,,,
pln,2,28465,1478,chloroplast Heterosigma carterae,,,,,,,
pln,0,28471,1686,Cymbidium hybrid cultivar,,,,,,,
pln,0,284811,2315190,Ashbya gossypii ATCC 10895,,,,,,,
pln,1,284811,2170,mitochondrion Ashbya gossypii ATCC 10895 (Eremothecium gossypii,,,,,,,
pln,0,2850,17851,Phaeodactylum tricornutum,,,,,,,
pln,2,2850,34892,chloroplast Phaeodactylum tricornutum,,,,,,,
pln,0,28502,8280,Amaranthus hypochondriacus,,,,,,,
pln,0,28511,3308,Pogostemon cablin,,,,,,,
pln,0,28526,4885,Solanum pennellii,,,,,,,
pln,0,2853,15529,Cylindrotheca fusiformis,,,,,,,
pln,0,28540,1947,Buddleja davidii,,,,,,,
pln,0,28555,2528,Debaryomyces robertsiae,,,,,,,
pln,0,28572,3541,Penicillium funiculosum,,,,,,,
pln,0,28574,1814,Penicillium minioluteum,,,,,,,
pln,0,28575,4612,Penicillium purpurogenum,,,,,,,
pln,1,28583,8411,mitochondrion Allomyces macrogynus,,,,,,,
pln,0,285950,1474,Aegilops tauschii x Triticum turgidum,,,,,,,
pln,2,285951,49319,chloroplast Gracilaria tenuistipitata var. liui,,,,,,,
pln,0,2866,5689,Crypthecodinium cohnii,,,,,,,
pln,1,2866,2119,mitochondrion Crypthecodinium cohnii,,,,,,,
pln,2,286868,1015,chloroplast Ranunculus breyninus,,,,,,,
pln,2,286984,1261,chloroplast Ranunculus pygmaeus,,,,,,,
pln,1,2876,8171,mitochondrion Dictyota dichotoma,,,,,,,
pln,2,2885,1244,chloroplast Pylaiella littoralis,,,,,,,
pln,1,2885,18239,mitochondrion Pylaiella littoralis,,,,,,,
pln,2,28850,1424,chloroplast Gelidium floridanum,,,,,,,
pln,2,28851,2685,chloroplast Gelidium latifolium,,,,,,,
pln,2,28852,2292,chloroplast Gelidium pulchellum,,,,,,,
pln,2,28929,6564,chloroplast Fagus crenata,,,,,,,
pln,0,28930,11158,Fagus sylvatica,,,,,,,
pln,2,28938,1161,chloroplast Nothofagus cunninghamii,,,,,,,
pln,0,289418,3466,Phaeosphaeria sp. S-93-48,,,,,,,
pln,2,28942,1000,chloroplast Nothofagus glauca,,,,,,,
pln,2,28945,1002,chloroplast Nothofagus menziesii,,,,,,,
pln,2,28946,1002,chloroplast Nothofagus moorei,,,,,,,
pln,2,28947,1146,chloroplast Nothofagus nitida,,,,,,,
pln,2,28948,1000,chloroplast Nothofagus obliqua,,,,,,,
pln,0,28957,5015,Canavalia lineata,,,,,,,
pln,0,28973,2167,Limnanthes douglasii,,,,,,,
pln,2,28977,1587,chloroplast Cunninghamia lanceolata,,,,,,,
pln,2,28980,1314,chloroplast Sequoia sempervirens,,,,,,,
pln,0,28982,1796,Taxodium distichum,,,,,,,
pln,2,28982,2104,chloroplast Taxodium distichum,,,,,,,
pln,0,28985,150121,Kluyveromyces lactis,,,,,,,
pln,1,28985,5829,mitochondrion Kluyveromyces lactis,,,,,,,
pln,0,28986,6751,Pichia acaciae,,,,,,,
pln,0,28995,2751,Pleurotus pulmonarius,,,,,,,
pln,0,29001,10729,Alternaria brassicicola,,,,,,,
pln,0,29003,9320,Cercospora nicotianae,,,,,,,
pln,0,290292,1296,Penicillium occitanis,,,,,,,
pln,0,2903,3531,Emiliania huxleyi,,,,,,,
pln,2,2903,33138,chloroplast Emiliania huxleyi,,,,,,,
pln,1,2903,5498,mitochondrion Emiliania huxleyi,,,,,,,
pln,0,290576,6349,Glomerella lindemuthiana,,,,,,,
pln,2,291279,2469,chloroplast Psathyrostachys lanuginosa,,,,,,,
pln,2,291280,1138,chloroplast Psathyrostachys caduca,,,,,,,
pln,0,2913,6329,Gonyaulax polyedra,,,,,,,
pln,2,2913,2887,chloroplast Gonyaulax polyedra,,,,,,,
pln,1,291364,4798,mitochondrion Lecanicillium muscarium,,,,,,,
pln,0,29204,3988,Cyclotella cryptica,,,,,,,
pln,2,292286,1036,chloroplast Satyrium breve,,,,,,,
pln,2,292292,1000,chloroplast Satyrium erectum,,,,,,,
pln,0,292588,1436,Gentiana scabra var. buergeri,,,,,,,
pln,0,2926,1739,Alexandrium tamarense,,,,,,,
pln,0,292817,64125,Cryptococcus gattii,,,,,,,
pln,2,293060,1018,chloroplast Phyllanthus amarus,,,,,,,
pln,0,293754,1347,Limonium bicolor,,,,,,,
pln,2,294088,1984,chloroplast Tillandsia utriculata f. utriculata,,,,,,,
pln,0,2952,1640,Symbiodinium pilosum,,,,,,,
pln,0,295513,1243,Pyrocystis fusiformis,,,,,,,
pln,0,29583,2804,Funaria hygrometrica,,,,,,,
pln,2,296035,1018,chloroplast Phyllanthus urinaria,,,,,,,
pln,0,2961,1494,Amphidinium carterae,,,,,,,
pln,2,2961,5137,chloroplast Amphidinium carterae,,,,,,,
pln,0,296378,5455,Cynodon dactylon,,,,,,,
pln,0,29655,2407,Zostera marina,,,,,,,
pln,2,29655,2004,chloroplast Zostera marina,,,,,,,
pln,0,29656,3008,Spirodela polyrrhiza,,,,,,,
pln,0,29664,13550,Brachypodium sylvaticum,,,,,,,
pln,0,29674,4118,Eleusine indica,,,,,,,
pln,2,29675,1020,chloroplast Elymus canadensis,,,,,,,
pln,0,29679,1082,Holcus lanatus,,,,,,,
pln,2,29687,1022,chloroplast Nardus stricta,,,,,,,
pln,0,2969,1680,Oxyrrhis marina,,,,,,,
pln,0,29695,18838,Phragmites australis,,,,,,,
pln,0,29711,2777,Hemerocallis hybrid cultivar,,,,,,,
pln,0,29719,1594,Mentha spicata,,,,,,,
pln,0,2972,6909,Pyrocystis lunula,,,,,,,
pln,0,29722,1113,Amaranthus tricolor,,,,,,,
pln,0,29728,1600,Sinapis arvensis,,,,,,,
pln,0,29729,13130,Gossypium arboreum,,,,,,,
pln,0,29730,4875,Gossypium raimondii,,,,,,,
pln,0,29760,11557387,Vitis vinifera,,,,,,,
pln,2,29760,26044,chloroplast Vitis vinifera,,,,,,,
pln,2,2977,1956,chloroplast Vaucheria bursata,,,,,,,
pln,0,29780,4759,Mangifera indica,,,,,,,
pln,0,29808,6798,Taxus wallichiana var. chinensis,,,,,,,
pln,0,29818,14876,Plantago major,,,,,,,
pln,0,29829,1490,Lipomyces starkeyi,,,,,,,
pln,0,29830,1040,Candida apicola,,,,,,,
pln,2,298306,1603,chloroplast Lepocinclis spirogyroides,,,,,,,
pln,1,29833,2304,mitochondrion Hanseniaspora uvarum,,,,,,,
pln,0,29844,1126,Penicillium urticae,,,,,,,
pln,0,29850,1527,Gaeumannomyces graminis,,,,,,,
pln,0,29856,3141,Bionectria ochroleuca,,,,,,,
pln,0,2986,1077,Ochromonas danica,,,,,,,
pln,1,2986,10248,mitochondrion Ochromonas danica,,,,,,,
pln,0,298683,1080,Dalbergia nigrescens,,,,,,,
pln,0,29875,43832,Hypocrea virens,,,,,,,
pln,0,29883,4305,Laccaria bicolor,,,,,,,
pln,0,29892,1180,Auricularia auricula-judae,,,,,,,
pln,0,29893,1241,Auricularia polytricha,,,,,,,
pln,0,29898,1270,Rhodotorula graminis,,,,,,,
pln,0,29899,1288,Rhodotorula minuta,,,,,,,
pln,0,299031,3307,Fusarium oxysporum f. sp. lactucae,,,,,,,
pln,0,29905,1416,Colletotrichum gloeosporioides f. sp. aeschynomene,,,,,,,
pln,0,29908,5449,Sporothrix schenckii,,,,,,,
pln,0,29910,19387,Tolypocladium inflatum,,,,,,,
pln,0,29911,8693,Alternaria brassicae,,,,,,,
pln,0,29918,3233,Davidiella tassiana,,,,,,,
pln,0,29920,1188,Phytophthora cactorum,,,,,,,
pln,0,29922,1600,Mucor mucedo,,,,,,,
pln,0,29923,3381,Amylomyces rouxii,,,,,,,
pln,0,29924,5048,Mucor circinelloides f. lusitanicus,,,,,,,
pln,0,299392,1309,Phytophthora alni subsp. alni,,,,,,,
pln,0,300354,1330,Physalis pubescens,,,,,,,
pln,0,300826,1330,Pichia sp. BZ159,,,,,,,
pln,2,301006,1014,chloroplast Phyllanthus juglandifolius,,,,,,,
pln,0,3012,1456,Fucus distichus,,,,,,,
pln,0,3034,1328,Pyrenomonas salina,,,,,,,
pln,0,3037,2494,Euglena longa,,,,,,,
pln,2,3037,10833,chloroplast Euglena longa,,,,,,,
pln,0,3039,43653,Euglena gracilis,,,,,,,
pln,2,3039,35093,chloroplast Euglena gracilis,,,,,,,
